heartRate_cozie,light_cozie,noise_cozie,user_id,room,humidity_sensing,light_sensing,noise_sensing,temperature_sensing,temperature_mbient,time-numeric,thermal_cozie
70.0,10.0,10.0,cresh13,NEAR_DIC_STUDIO_1,58.3705,69.0,53.0,27.2152,29.75,17.19,11.0
82.0,10.0,10.0,cresh09,IRC_LIBRARY_1,59.5907,204.0,49.0,27.4711,29.0,17.24,10.0
84.0,10.0,10.0,cresh09,IRC_LIBRARY_1,59.5238,200.0,48.0,27.4258,28.625,17.44,10.0
64.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,51.6415,61.0,48.0,24.625,28.75,17.47,10.0
81.0,10.0,10.0,cresh09,IRC_LIBRARY_1,59.0651,194.0,47.0,27.4848,28.75,18.4,10.0
82.0,9.0,11.0,cresh13,NEAR_DIC_STUDIO_1,57.8023,65.0,56.0,27.1215,29.625,18.14,11.0
94.0,10.0,10.0,cresh09,ENERGY_LAB_1,64.45100000000001,14.0,46.0,26.3539,29.375,18.43,10.0
72.0,10.0,10.0,cresh14,IRC_LIBRARY_1,59.4009,178.0,48.0,27.1868,28.5,18.53,9.0
84.0,10.0,10.0,cresh09,ENERGY_LAB_1,64.3731,13.0,46.0,26.3539,29.25,19.3,10.0
75.0,10.0,10.0,cresh14,IRC_LIBRARY_1,59.7294,176.0,49.0,27.0688,28.5,19.12,9.0
82.0,10.0,10.0,cresh09,ENERGY_LAB_1,64.4863,13.0,47.0,26.3234,29.125,19.2,10.0
70.0,10.0,10.0,cresh14,IRC_LIBRARY_1,60.3146,176.0,49.0,26.993,28.125,19.34,9.0
73.0,10.0,10.0,cresh14,IRC_LIBRARY_1,62.1188,176.0,47.0,27.5153,28.625,19.46,9.0
73.0,10.0,10.0,cresh13,IRC_LIBRARY_1,63.0714,176.0,46.0,27.9765,29.375,20.18,11.0
97.0,10.0,10.0,cresh06,IRC_LIBRARY_1,59.8948,67.0,52.0,26.9509,28.625,12.32,10.0
85.0,10.0,10.0,cresh06,IRC_LIBRARY_1,59.7562,80.0,49.0,26.993,28.75,12.35,10.0
61.0,9.0,10.0,cresh06,IRC_LIBRARY_1,59.9678,128.0,49.0,26.9509,29.0,12.44,10.0
59.0,9.0,10.0,cresh06,IRC_LIBRARY_1,59.7841,217.0,48.0,26.9509,28.75,13.0,10.0
57.0,9.0,10.0,cresh06,IRC_LIBRARY_1,59.6965,244.0,51.0,26.9783,29.0,13.15,9.0
59.0,9.0,10.0,cresh06,IRC_LIBRARY_1,59.6965,244.0,51.0,26.9783,29.0,13.15,9.0
61.0,9.0,10.0,cresh06,IRC_LIBRARY_1,59.9447,235.0,48.0,27.0099,29.0,13.3,9.0
58.0,9.0,10.0,cresh06,IRC_LIBRARY_1,60.0858,246.0,49.0,26.9509,28.875,13.45,9.0
91.0,10.0,10.0,cresh09,BUILDING_MATERIALS_LAB,52.7632,65.0,51.0,24.4618,28.875,13.56,11.0
57.0,10.0,10.0,cresh06,IRC_LIBRARY_1,59.9131,167.0,51.0,27.1415,28.5,14.15,9.0
97.0,10.0,10.0,cresh09,BUILDING_MATERIALS_LAB,52.8411,65.0,46.0,24.6871,29.0,14.16,10.0
63.0,9.0,10.0,cresh06,IRC_LIBRARY_1,60.0068,150.0,53.0,27.1415,28.375,14.3,9.0
96.0,10.0,10.0,cresh09,BUDS_LAB,52.8617,158.0,42.0,24.4597,29.375,14.37,10.0
96.0,11.0,11.0,cresh10,OPEN_EXHIBITION_SPACE_2,79.60600000000002,165.0,64.0,27.5521,27.625,14.43,10.0
58.0,10.0,10.0,cresh06,IRC_LIBRARY_1,60.1698,161.0,52.0,27.1415,28.625,14.45,9.0
96.0,10.0,10.0,cresh09,BUILDING_MATERIALS_LAB,52.4104,65.0,45.0,24.625,29.875,14.56,9.0
79.0,10.0,10.0,cresh10,OPEN_EXHIBITION_SPACE_2,82.1073,177.0,68.0,27.2573,28.75,14.58,10.0
63.0,10.0,11.0,cresh06,IRC_LIBRARY_1,59.997,203.0,54.0,27.2005,28.5,15.0,9.0
102.0,10.0,10.0,cresh10,BUILDING_MATERIALS_LAB,52.5795,63.0,47.0,24.566,27.5,15.1,10.0
58.0,9.0,10.0,cresh06,IRC_LIBRARY_1,59.89,270.0,50.0,27.2763,28.375,15.15,9.0
91.0,10.0,10.0,cresh09,BUILDING_MATERIALS_LAB,52.3994,65.0,44.0,24.6566,29.625,15.16,10.0
78.0,10.0,10.0,cresh10,BUILDING_MATERIALS_LAB,51.7717,65.0,44.0,25.0409,29.25,15.27,10.0
58.0,10.0,10.0,cresh06,IRC_LIBRARY_1,59.6686,358.0,52.0,27.3215,28.5,15.31,9.0
77.0,10.0,10.0,cresh10,BUILDING_MATERIALS_LAB,51.2485,63.0,44.0,25.2188,29.375,15.42,11.0
60.0,10.0,11.0,cresh06,IRC_LIBRARY_1,59.6552,248.0,50.0,27.3215,28.375,15.45,9.0
74.0,10.0,10.0,cresh10,BUILDING_MATERIALS_LAB,51.2753,59.0,46.0,25.3389,28.75,15.49,11.0
57.0,10.0,11.0,cresh06,IRC_LIBRARY_1,59.9399,221.0,51.0,27.2626,28.5,15.53,9.0
62.0,10.0,11.0,cresh06,IRC_LIBRARY_1,59.817,223.0,50.0,27.2763,28.75,15.54,9.0
101.0,10.0,11.0,cresh09,BUILDING_MATERIALS_LAB,51.0308,61.0,45.0,25.3704,29.125,15.55,10.0
67.0,10.0,10.0,cresh10,IRC_LIBRARY_1,59.4605,389.0,50.0,27.7964,29.5,15.24,10.0
81.0,9.0,10.0,cresh10,CAFE,76.8951,100.0,62.0,28.4109,29.875,15.29,10.0
78.0,10.0,10.0,cresh10,CAFE,76.5204,100.0,63.0,28.4255,30.125,15.34,10.0
72.0,10.0,10.0,cresh10,BUILDING_MATERIALS_LAB,52.6768,64.0,48.0,24.2564,28.125,18.19,11.0
72.0,10.0,10.0,cresh10,BUILDING_MATERIALS_LAB,53.5966,60.0,51.0,24.1669,28.125,18.27,10.0
