heartRate_cozie,light_cozie,noise_cozie,thermal_cozie,user_id,room,humidity_sensing,light_sensing,noise_sensing,temperature_sensing,temperature_mbient,time-numeric
71.0,10.0,10.0,11.0,cresh12,IRC_LIBRARY_1,59.2829,236.0,53.0,27.4711,30.75,14.17
77.0,10.0,10.0,10.0,cresh04,IRC_LIBRARY_1,59.1223,346.0,49.0,27.5153,28.25,14.25
65.0,11.0,10.0,10.0,cresh11,EXECUTIVE_SEMINAR_ROOM_B,66.5926,1234.0,61.0,27.3251,29.375,14.26
66.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,51.6634,69.0,44.0,24.7913,27.25,14.30
61.0,10.0,10.0,11.0,cresh12,IRC_LIBRARY_1,59.0481,307.0,50.0,27.5437,31.125,14.32
86.0,10.0,10.0,11.0,cresh09,CAFE,68.9297,107.0,69.0,28.6727,31.5,14.35
73.0,11.0,10.0,11.0,cresh11,EXECUTIVE_SEMINAR_ROOM_A,81.115,45.0,46.0,26.1131,29.5,14.36
60.0,10.0,10.0,9.0,cresh06,BUILDING_MATERIALS_LAB,51.7644,69.0,44.0,24.6566,28.375,14.45
79.0,10.0,10.0,10.0,cresh04,IRC_LIBRARY_1,58.8839,328.0,51.0,27.7522,28.625,14.46
61.0,10.0,10.0,11.0,cresh12,IRC_LIBRARY_1,58.8036,287.0,51.0,27.7964,30.875,14.50
86.0,10.0,10.0,11.0,cresh09,CAFE,70.3344,94.0,68.0,29.4111,31.625,14.55
70.0,11.0,10.0,11.0,cresh11,EXECUTIVE_SEMINAR_ROOM_A,82.5886,44.0,50.0,26.3197,30.25,14.55
58.0,10.0,10.0,9.0,cresh06,BUILDING_MATERIALS_LAB,51.56,64.0,45.0,24.7597,28.5,15.0
76.0,11.0,10.0,11.0,cresh11,EXECUTIVE_SEMINAR_ROOM_A,78.3711,44.0,50.0,25.8211,29.125,15.7
86.0,10.0,10.0,10.0,cresh04,IRC_LIBRARY_1,58.6661,114.0,51.0,27.7522,28.375,15.8
86.0,10.0,10.0,10.0,cresh04,IRC_LIBRARY_1,58.5821,113.0,52.0,27.7964,28.375,15.11
69.0,10.0,11.0,10.0,cresh12,OUTSIDE_RESTROOM,78.3736,46.0,69.0,29.9055,31.625,15.13
62.0,10.0,10.0,9.0,cresh06,BUILDING_MATERIALS_LAB,51.8313,64.0,44.0,24.6397,28.5,15.15
89.0,10.0,10.0,10.0,cresh09,CAFE,67.6166,82.0,64.0,29.1024,31.125,15.15
70.0,11.0,10.0,11.0,cresh11,EXECUTIVE_SEMINAR_ROOM_A,79.2643,44.0,54.0,26.1413,28.625,15.16
71.0,10.0,10.0,11.0,cresh11,EXECUTIVE_SEMINAR_ROOM_A,81.2672,44.0,55.0,26.2195,28.5,15.28
58.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.4615,65.0,45.0,24.3754,28.0,15.30
110.0,10.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,80.4561,44.0,51.0,26.2613,29.375,15.30
65.0,10.0,10.0,11.0,cresh12,IRC_LIBRARY_1,58.7111,307.0,49.0,27.8722,30.75,15.31
96.0,10.0,10.0,10.0,cresh09,CAFE,70.219,94.0,66.0,28.7791,31.25,15.35
65.0,11.0,10.0,10.0,cresh11,EXECUTIVE_SEMINAR_ROOM_A,75.0646,45.0,48.0,25.601,28.75,15.40
69.0,10.0,10.0,11.0,cresh12,IRC_LIBRARY_1,58.3863,369.0,49.0,28.0049,30.75,15.46
78.0,11.0,10.0,10.0,cresh11,EXECUTIVE_SEMINAR_ROOM_A,79.0122,45.0,49.0,26.1131,29.75,15.50
87.0,10.0,10.0,10.0,cresh09,CAFE,70.7055,99.0,65.0,28.7175,31.625,15.55
67.0,10.0,10.0,11.0,cresh12,IRC_LIBRARY_1,58.1904,373.0,50.0,28.0502,31.25,16.3
82.0,10.0,10.0,11.0,cresh09,CAFE,70.2262,84.0,67.0,28.971,31.375,16.15
63.0,11.0,10.0,10.0,cresh11,EXECUTIVE_SEMINAR_ROOM_A,76.2968,44.0,47.0,25.4811,29.125,16.16
57.0,10.0,11.0,11.0,cresh12,IRC_LIBRARY_1,58.076,177.0,52.0,28.0944,31.0,16.21
105.0,10.0,10.0,10.0,cresh11,CAFE,70.1774,71.0,62.0,28.7645,29.875,16.26
86.0,10.0,10.0,11.0,cresh09,CAFE,68.5872,70.0,65.0,28.5726,31.75,16.35
82.0,11.0,10.0,11.0,cresh11,OPEN_EXHIBITION_SPACE_2,75.4964,113.0,67.0,29.4222,31.375,16.36
74.0,11.0,10.0,11.0,cresh11,OPEN_EXHIBITION_SPACE_2,80.1243,103.0,68.0,29.3042,31.625,16.46
57.0,10.0,10.0,11.0,cresh12,IRC_LIBRARY_1,58.1515,181.0,54.0,28.0049,30.625,16.50
82.0,10.0,10.0,10.0,cresh11,OPEN_EXHIBITION_SPACE_2,82.3166,119.0,66.0,29.2726,31.875,16.55
87.0,10.0,10.0,11.0,cresh09,CAFE,74.0703,71.0,63.0,28.7175,31.5,16.55
69.0,10.0,10.0,11.0,cresh12,IRC_LIBRARY_1,57.952,331.0,54.0,28.0502,30.625,17.5
83.0,9.0,11.0,11.0,cresh12,OPEN_EXHIBITION_SPACE_2,79.6486,101.0,66.0,29.3906,30.375,17.13
83.0,10.0,10.0,11.0,cresh09,OPEN_EXHIBITION_SPACE_2,79.1194,101.0,67.0,29.4053,31.5,17.15
86.0,10.0,11.0,11.0,cresh09,OPEN_EXHIBITION_SPACE_2,78.9381,99.0,68.0,29.3316,31.5,17.16
72.0,9.0,11.0,11.0,cresh12,OPEN_EXHIBITION_SPACE_2,80.1498,69.0,64.0,29.1547,31.25,17.37
72.0,9.0,10.0,10.0,cresh13,NEAR_DIC_STUDIO_1,57.222,63.0,54.0,27.2152,29.25,18.34
91.0,10.0,10.0,10.0,cresh08,IRC_LIBRARY_1,58.441,180.0,51.0,27.6164,27.5,18.48
59.0,10.0,10.0,10.0,cresh08,IRC_LIBRARY_1,58.2184,176.0,50.0,27.6764,27.75,18.57
51.0,10.0,10.0,10.0,cresh08,IRC_LIBRARY_1,58.031000000000006,176.0,50.0,27.7375,28.125,19.6
59.0,11.0,11.0,10.0,cresh08,IRC_LIBRARY_1,58.5274,178.0,49.0,27.589000000000002,27.875,19.34
58.0,11.0,10.0,10.0,cresh08,IRC_LIBRARY_1,61.5263,178.0,49.0,27.7206,27.625,19.43
92.0,10.0,10.0,11.0,cresh13,EXECUTIVE_SEMINAR_ROOM_B,84.814,606.0,52.0,25.9995,29.125,20.40
89.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.0953,67.0,45.0,24.1669,27.75,9.48
89.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.0953,67.0,45.0,24.1669,27.75,9.48
94.0,,10.0,11.0,cresh11,GIS_LAB,61.7922,338.0,45.0,25.5478,29.125,10.15
67.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.2924,67.0,44.0,24.1217,27.75,10.16
64.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.2948,65.0,45.0,24.3438,27.875,10.30
87.0,10.0,10.0,10.0,cresh04,GIS_LAB,61.4366,337.0,46.0,25.6511,29.75,10.32
85.0,10.0,10.0,11.0,cresh11,IRC_LIBRARY_1,60.6102,166.0,49.0,26.9646,30.0,10.35
62.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.3873,66.0,44.0,24.2564,28.125,10.48
74.0,10.0,10.0,11.0,cresh13,NEAR_DIC_STUDIO_1,57.3132,84.0,46.0,27.1362,29.125,10.52
92.0,10.0,10.0,10.0,cresh04,CAFE,72.712,79.0,67.0,27.9541,29.0,11.5
55.0,10.0,10.0,9.0,cresh06,BUILDING_MATERIALS_LAB,51.4797,64.0,44.0,24.7461,27.875,11.15
60.0,10.0,10.0,9.0,cresh06,BUILDING_MATERIALS_LAB,51.5649,65.0,44.0,24.7745,27.5,11.38
79.0,10.0,10.0,10.0,cresh09,IRC_LIBRARY_1,59.9569,207.0,48.0,27.2173,29.125,11.45
62.0,10.0,10.0,9.0,cresh06,BUILDING_MATERIALS_LAB,52.1841,71.0,50.0,24.566,27.625,12.1
96.0,10.0,10.0,10.0,cresh09,IRC_LIBRARY_1,59.7914,258.0,51.0,27.2489,29.375,12.4
98.0,9.0,10.0,11.0,cresh09,OPEN_EXHIBITION_SPACE_2,78.8822,236.0,67.0,29.7201,31.25,12.45
72.0,10.0,11.0,10.0,cresh13,NEAR_DIC_STUDIO_1,58.0979,92.0,54.0,27.2289,29.25,12.46
93.0,9.0,10.0,11.0,cresh09,OPEN_EXHIBITION_SPACE_2,79.4369,191.0,68.0,29.3179,31.875,13.7
94.0,9.0,10.0,11.0,cresh09,OPEN_EXHIBITION_SPACE_2,80.3141,170.0,67.0,29.5096,31.875,13.22
98.0,9.0,11.0,11.0,cresh13,OPEN_EXHIBITION_SPACE_2,78.6303,255.0,70.0,29.6159,29.75,13.37
96.0,10.0,10.0,10.0,cresh09,IRC_LIBRARY_1,59.3936,322.0,52.0,27.5574,29.625,13.44
93.0,10.0,10.0,10.0,cresh09,IRC_LIBRARY_1,59.0153,255.0,53.0,27.5437,29.375,14.3
92.0,10.0,10.0,11.0,cresh09,IRC_LIBRARY_1,58.6977,91.0,53.0,27.5743,30.125,14.24
76.0,9.0,11.0,11.0,cresh13,NEAR_DIC_STUDIO_1,59.6357,75.0,54.0,27.4963,29.625,14.30
92.0,10.0,10.0,10.0,cresh09,IRC_LIBRARY_1,58.2488,106.0,48.0,27.5153,29.625,14.44
79.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.4141,65.0,44.0,24.3586,28.75,14.52
97.0,10.0,10.0,10.0,cresh09,IRC_LIBRARY_1,58.9094,93.0,49.0,27.5437,29.75,15.5
74.0,10.0,10.0,11.0,cresh06,BUILDING_MATERIALS_LAB,53.3897,64.0,44.0,24.4175,29.375,15.7
74.0,9.0,11.0,11.0,cresh13,NEAR_DIC_STUDIO_1,58.3413,72.0,54.0,27.4058,30.125,15.20
98.0,10.0,10.0,10.0,cresh09,IRC_LIBRARY_1,58.6369,223.0,52.0,27.5574,29.375,15.23
73.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.0394,64.0,44.0,24.4765,29.875,15.33
90.0,10.0,10.0,10.0,cresh09,IRC_LIBRARY_1,58.677,211.0,50.0,27.5574,29.375,15.44
77.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,53.0138,63.0,52.0,24.4933,29.375,15.46
67.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.3897,65.0,49.0,24.5355,28.875,16.0
85.0,10.0,10.0,10.0,cresh09,IRC_LIBRARY_1,59.0335,197.0,51.0,27.4848,29.25,16.4
81.0,9.0,11.0,11.0,cresh15,OPEN_EXHIBITION_SPACE_2,86.9579,39.0,70.0,27.3163,30.875,16.7
70.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,52.178000000000004,62.0,46.0,24.9514,29.5,16.20
74.0,9.0,11.0,11.0,cresh15,CAFE,72.8428,51.0,67.0,27.7069,31.25,16.27
88.0,10.0,10.0,11.0,cresh09,IRC_LIBRARY_1,59.2549,196.0,52.0,27.4984,29.375,16.27
71.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,51.7644,62.0,46.0,24.8787,29.75,16.29
83.0,10.0,10.0,10.0,cresh09,IRC_LIBRARY_1,59.2488,205.0,55.0,27.5437,29.125,16.44
82.0,9.0,11.0,11.0,cresh15,OPEN_EXHIBITION_SPACE_2,84.015,50.0,65.0,27.6701,31.125,16.44
69.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,51.2291,64.0,46.0,24.864,29.625,16.45
81.0,9.0,11.0,11.0,cresh15,OPEN_EXHIBITION_SPACE_2,86.9469,49.0,69.0,27.4626,31.5,17.2
75.0,10.0,10.0,11.0,cresh09,IRC_LIBRARY_1,59.4946,204.0,50.0,27.53,29.5,17.6
67.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,51.7863,62.0,46.0,25.0409,29.75,17.7
66.0,9.0,11.0,11.0,cresh15,OPEN_EXHIBITION_SPACE_2,83.9432,43.0,69.0,27.7017,31.0,17.19
70.0,10.0,10.0,11.0,cresh13,NEAR_DIC_STUDIO_1,58.3705,69.0,53.0,27.2152,29.75,17.19
82.0,10.0,10.0,10.0,cresh09,IRC_LIBRARY_1,59.5907,204.0,49.0,27.4711,29.0,17.24
72.0,9.0,11.0,11.0,cresh15,OPEN_EXHIBITION_SPACE_2,82.7461,40.0,68.0,27.6564,31.125,17.36
84.0,10.0,10.0,10.0,cresh09,IRC_LIBRARY_1,59.5238,200.0,48.0,27.4258,28.625,17.44
64.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,51.6415,61.0,48.0,24.625,28.75,17.47
69.0,9.0,11.0,11.0,cresh15,OPEN_EXHIBITION_SPACE_2,81.3433,31.0,67.0,27.8807,30.75,17.54
81.0,10.0,10.0,10.0,cresh09,IRC_LIBRARY_1,59.0651,194.0,47.0,27.4848,28.75,18.4
82.0,9.0,11.0,11.0,cresh13,NEAR_DIC_STUDIO_1,57.8023,65.0,56.0,27.1215,29.625,18.14
94.0,10.0,10.0,10.0,cresh09,ENERGY_LAB_1,64.45100000000001,14.0,46.0,26.3539,29.375,18.43
72.0,10.0,10.0,9.0,cresh14,IRC_LIBRARY_1,59.4009,178.0,48.0,27.1868,28.5,18.53
84.0,10.0,10.0,10.0,cresh09,ENERGY_LAB_1,64.3731,13.0,46.0,26.3539,29.25,19.3
75.0,10.0,10.0,9.0,cresh14,IRC_LIBRARY_1,59.7294,176.0,49.0,27.0688,28.5,19.12
82.0,10.0,10.0,10.0,cresh09,ENERGY_LAB_1,64.4863,13.0,47.0,26.3234,29.125,19.20
70.0,10.0,10.0,9.0,cresh14,IRC_LIBRARY_1,60.3146,176.0,49.0,26.993000000000002,28.125,19.34
73.0,10.0,10.0,9.0,cresh14,IRC_LIBRARY_1,62.1188,176.0,47.0,27.5153,28.625,19.46
73.0,10.0,10.0,11.0,cresh13,IRC_LIBRARY_1,63.0714,176.0,46.0,27.9765,29.375,20.18
97.0,10.0,10.0,10.0,cresh06,IRC_LIBRARY_1,59.8948,67.0,52.0,26.9509,28.625,12.32
85.0,10.0,10.0,10.0,cresh06,IRC_LIBRARY_1,59.7562,80.0,49.0,26.993000000000002,28.75,12.35
61.0,9.0,10.0,10.0,cresh06,IRC_LIBRARY_1,59.9678,128.0,49.0,26.9509,29.0,12.44
59.0,9.0,10.0,10.0,cresh06,IRC_LIBRARY_1,59.7841,217.0,48.0,26.9509,28.75,13.0
57.0,9.0,10.0,9.0,cresh06,IRC_LIBRARY_1,59.6965,244.0,51.0,26.9783,29.0,13.15
59.0,9.0,10.0,9.0,cresh06,IRC_LIBRARY_1,59.6965,244.0,51.0,26.9783,29.0,13.15
61.0,9.0,10.0,9.0,cresh06,IRC_LIBRARY_1,59.9447,235.0,48.0,27.0099,29.0,13.30
58.0,9.0,10.0,9.0,cresh06,IRC_LIBRARY_1,60.0858,246.0,49.0,26.9509,28.875,13.45
91.0,10.0,10.0,11.0,cresh09,BUILDING_MATERIALS_LAB,52.7632,65.0,51.0,24.4618,28.875,13.56
78.0,9.0,11.0,11.0,cresh15,OPEN_EXHIBITION_SPACE_2,86.7851,181.0,67.0,27.7017,30.125,14.10
57.0,10.0,10.0,9.0,cresh06,IRC_LIBRARY_1,59.9131,167.0,51.0,27.1415,28.5,14.15
97.0,10.0,10.0,10.0,cresh09,BUILDING_MATERIALS_LAB,52.8411,65.0,46.0,24.6871,29.0,14.16
72.0,9.0,11.0,11.0,cresh15,OPEN_EXHIBITION_SPACE_2,83.6305,143.0,68.0,27.4342,30.0,14.26
63.0,9.0,10.0,9.0,cresh06,IRC_LIBRARY_1,60.0068,150.0,53.0,27.1415,28.375,14.30
96.0,10.0,10.0,10.0,cresh09,BUDS_LAB,52.8617,158.0,42.0,24.4597,29.375,14.37
68.0,9.0,11.0,11.0,cresh15,OPEN_EXHIBITION_SPACE_2,79.60600000000001,165.0,64.0,27.5521,30.125,14.43
96.0,11.0,11.0,10.0,cresh10,OPEN_EXHIBITION_SPACE_2,79.60600000000001,165.0,64.0,27.5521,27.625,14.43
58.0,10.0,10.0,9.0,cresh06,IRC_LIBRARY_1,60.1698,161.0,52.0,27.1415,28.625,14.45
96.0,10.0,10.0,9.0,cresh09,BUILDING_MATERIALS_LAB,52.4104,65.0,45.0,24.625,29.875,14.56
79.0,10.0,10.0,10.0,cresh10,OPEN_EXHIBITION_SPACE_2,82.1073,177.0,68.0,27.2573,28.75,14.58
65.0,9.0,11.0,11.0,cresh15,OPEN_EXHIBITION_SPACE_2,82.4395,173.0,62.0,27.3889,30.375,14.58
63.0,10.0,11.0,9.0,cresh06,IRC_LIBRARY_1,59.997,203.0,54.0,27.2005,28.5,15.0
102.0,10.0,10.0,10.0,cresh10,BUILDING_MATERIALS_LAB,52.5795,63.0,47.0,24.566,27.5,15.10
69.0,9.0,11.0,11.0,cresh15,OPEN_EXHIBITION_SPACE_2,85.8934,194.0,64.0,27.3437,29.875,15.14
58.0,9.0,10.0,9.0,cresh06,IRC_LIBRARY_1,59.89,270.0,50.0,27.2763,28.375,15.15
91.0,10.0,10.0,10.0,cresh09,BUILDING_MATERIALS_LAB,52.3994,65.0,44.0,24.6566,29.625,15.16
78.0,10.0,10.0,10.0,cresh10,BUILDING_MATERIALS_LAB,51.7717,65.0,44.0,25.0409,29.25,15.27
60.0,9.0,11.0,11.0,cresh15,OPEN_EXHIBITION_SPACE_2,86.6331,239.0,66.0,27.4932,30.25,15.29
58.0,10.0,10.0,9.0,cresh06,IRC_LIBRARY_1,59.6686,358.0,52.0,27.3215,28.5,15.31
77.0,10.0,10.0,11.0,cresh10,BUILDING_MATERIALS_LAB,51.2485,63.0,44.0,25.2188,29.375,15.42
105.0,9.0,11.0,11.0,cresh15,OPEN_EXHIBITION_SPACE_2,83.5831,192.0,65.0,27.7017,29.625,15.44
60.0,10.0,11.0,9.0,cresh06,IRC_LIBRARY_1,59.6552,248.0,50.0,27.3215,28.375,15.45
74.0,10.0,10.0,11.0,cresh10,BUILDING_MATERIALS_LAB,51.2753,59.0,46.0,25.3389,28.75,15.49
57.0,10.0,11.0,9.0,cresh06,IRC_LIBRARY_1,59.9399,221.0,51.0,27.2626,28.5,15.53
62.0,10.0,11.0,9.0,cresh06,IRC_LIBRARY_1,59.817,223.0,50.0,27.2763,28.75,15.54
101.0,10.0,11.0,10.0,cresh09,BUILDING_MATERIALS_LAB,51.0308,61.0,45.0,25.3704,29.125,15.55
67.0,10.0,10.0,10.0,cresh10,IRC_LIBRARY_1,59.4605,389.0,50.0,27.7964,29.5,15.24
81.0,9.0,10.0,10.0,cresh10,CAFE,76.8951,100.0,62.0,28.4109,29.875,15.29
78.0,10.0,10.0,10.0,cresh10,CAFE,76.5204,100.0,63.0,28.4255,30.125,15.34
72.0,10.0,10.0,11.0,cresh10,BUILDING_MATERIALS_LAB,52.6768,64.0,48.0,24.2564,28.125,18.19
72.0,10.0,10.0,10.0,cresh10,BUILDING_MATERIALS_LAB,53.5966,60.0,51.0,24.1669,28.125,18.27
