heartRate_cozie,light_cozie,noise_cozie,thermal_cozie,user_id,room,temperature_mbient,time-numeric
101.0,10.0,11.0,11.0,cresh06,OPEN_EXHIBITION_SPACE_2,30.5,11.58
90.0,10.0,11.0,11.0,cresh06,OPEN_EXHIBITION_SPACE_2,30.5,11.59
78.0,10.0,10.0,9.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,27.875,12.17
94.0,11.0,10.0,11.0,cresh09,OPEN_EXHIBITION_SPACE_2,32.125,12.19
78.0,10.0,10.0,10.0,cresh04,IRC_LIBRARY_1,28.75,12.28
79.0,10.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,27.625,12.31
110.0,10.0,10.0,10.0,cresh04,OPEN_EXHIBITION_SPACE_2,29.375,12.36
107.0,9.0,10.0,10.0,cresh09,OPEN_EXHIBITION_SPACE_2,31.75,12.37
116.0,10.0,11.0,11.0,cresh06,OPEN_EXHIBITION_SPACE_2,30.125,12.43
69.0,10.0,10.0,11.0,cresh06,BUILDING_MATERIALS_LAB,27.375,12.59
80.0,10.0,10.0,10.0,cresh04,IRC_LIBRARY_1,28.25,13.1
80.0,10.0,10.0,10.0,cresh11,IRC_LIBRARY_1,29.0,13.8
80.0,10.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,27.0,13.9
79.0,10.0,10.0,10.0,cresh04,IRC_LIBRARY_1,28.125,13.11
95.0,9.0,10.0,11.0,cresh09,OPEN_EXHIBITION_SPACE_2,31.75,13.12
67.0,10.0,10.0,11.0,cresh06,BUILDING_MATERIALS_LAB,27.0,13.14
80.0,10.0,10.0,10.0,cresh11,IRC_LIBRARY_1,29.0,13.16
82.0,10.0,10.0,10.0,cresh04,IRC_LIBRARY_1,28.125,13.31
70.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,25.5,13.33
96.0,9.0,10.0,11.0,cresh09,CAFE,31.75,13.34
82.0,10.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_B,28.125,13.37
72.0,11.0,10.0,10.0,cresh11,IRC_LIBRARY_1,29.375,13.40
76.0,10.0,10.0,10.0,cresh04,IRC_LIBRARY_1,28.125,13.41
68.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,25.5,13.45
98.0,10.0,10.0,10.0,cresh04,IRC_LIBRARY_1,28.75,13.51
96.0,11.0,10.0,11.0,cresh10,EXECUTIVE_SEMINAR_ROOM_B,28.75,13.51
88.0,9.0,10.0,11.0,cresh09,CAFE,31.75,13.54
68.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,25.375,14.0
74.0,11.0,10.0,10.0,cresh11,EXECUTIVE_SEMINAR_ROOM_A,29.0,14.0
66.0,10.0,10.0,11.0,cresh12,IRC_LIBRARY_1,30.875,14.3
73.0,11.0,10.0,10.0,cresh11,EXECUTIVE_SEMINAR_ROOM_A,28.875,14.10
93.0,10.0,10.0,10.0,cresh09,CAFE,31.0,14.14
82.0,10.0,10.0,10.0,cresh04,IRC_LIBRARY_1,28.375,14.16
71.0,10.0,10.0,11.0,cresh12,IRC_LIBRARY_1,30.75,14.17
77.0,10.0,10.0,10.0,cresh04,IRC_LIBRARY_1,28.25,14.25
65.0,11.0,10.0,10.0,cresh11,EXECUTIVE_SEMINAR_ROOM_B,29.375,14.26
66.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,27.25,14.30
61.0,10.0,10.0,11.0,cresh12,IRC_LIBRARY_1,31.125,14.32
86.0,10.0,10.0,11.0,cresh09,CAFE,31.5,14.35
73.0,11.0,10.0,11.0,cresh11,EXECUTIVE_SEMINAR_ROOM_A,29.5,14.36
60.0,10.0,10.0,9.0,cresh06,BUILDING_MATERIALS_LAB,28.375,14.45
79.0,10.0,10.0,10.0,cresh04,IRC_LIBRARY_1,28.625,14.46
61.0,10.0,10.0,11.0,cresh12,IRC_LIBRARY_1,30.875,14.50
86.0,10.0,10.0,11.0,cresh09,CAFE,31.625,14.55
70.0,11.0,10.0,11.0,cresh11,EXECUTIVE_SEMINAR_ROOM_A,30.25,14.55
58.0,10.0,10.0,9.0,cresh06,BUILDING_MATERIALS_LAB,28.5,15.0
76.0,11.0,10.0,11.0,cresh11,EXECUTIVE_SEMINAR_ROOM_A,29.125,15.7
86.0,10.0,10.0,10.0,cresh04,IRC_LIBRARY_1,28.375,15.8
86.0,10.0,10.0,10.0,cresh04,IRC_LIBRARY_1,28.375,15.11
69.0,10.0,11.0,10.0,cresh12,OUTSIDE_RESTROOM,31.625,15.13
62.0,10.0,10.0,9.0,cresh06,BUILDING_MATERIALS_LAB,28.5,15.15
89.0,10.0,10.0,10.0,cresh09,CAFE,31.125,15.15
70.0,11.0,10.0,11.0,cresh11,EXECUTIVE_SEMINAR_ROOM_A,28.625,15.16
71.0,10.0,10.0,11.0,cresh11,EXECUTIVE_SEMINAR_ROOM_A,28.5,15.28
58.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,28.0,15.30
110.0,10.0,10.0,10.0,cresh10,EXECUTIVE_SEMINAR_ROOM_A,29.375,15.30
65.0,10.0,10.0,11.0,cresh12,IRC_LIBRARY_1,30.75,15.31
96.0,10.0,10.0,10.0,cresh09,CAFE,31.25,15.35
65.0,11.0,10.0,10.0,cresh11,EXECUTIVE_SEMINAR_ROOM_A,28.75,15.40
69.0,10.0,10.0,11.0,cresh12,IRC_LIBRARY_1,30.75,15.46
78.0,11.0,10.0,10.0,cresh11,EXECUTIVE_SEMINAR_ROOM_A,29.75,15.50
87.0,10.0,10.0,10.0,cresh09,CAFE,31.625,15.55
67.0,10.0,10.0,11.0,cresh12,IRC_LIBRARY_1,31.25,16.3
82.0,10.0,10.0,11.0,cresh09,CAFE,31.375,16.15
63.0,11.0,10.0,10.0,cresh11,EXECUTIVE_SEMINAR_ROOM_A,29.125,16.16
57.0,10.0,11.0,11.0,cresh12,IRC_LIBRARY_1,31.0,16.21
105.0,10.0,10.0,10.0,cresh11,CAFE,29.875,16.26
86.0,10.0,10.0,11.0,cresh09,CAFE,31.75,16.35
82.0,11.0,10.0,11.0,cresh11,OPEN_EXHIBITION_SPACE_2,31.375,16.36
74.0,11.0,10.0,11.0,cresh11,OPEN_EXHIBITION_SPACE_2,31.625,16.46
57.0,10.0,10.0,11.0,cresh12,IRC_LIBRARY_1,30.625,16.50
82.0,10.0,10.0,10.0,cresh11,OPEN_EXHIBITION_SPACE_2,31.875,16.55
87.0,10.0,10.0,11.0,cresh09,CAFE,31.5,16.55
69.0,10.0,10.0,11.0,cresh12,IRC_LIBRARY_1,30.625,17.5
83.0,9.0,11.0,11.0,cresh12,OPEN_EXHIBITION_SPACE_2,30.375,17.13
83.0,10.0,10.0,11.0,cresh09,OPEN_EXHIBITION_SPACE_2,31.5,17.15
86.0,10.0,11.0,11.0,cresh09,OPEN_EXHIBITION_SPACE_2,31.5,17.16
72.0,9.0,11.0,11.0,cresh12,OPEN_EXHIBITION_SPACE_2,31.25,17.37
72.0,9.0,10.0,10.0,cresh13,NEAR_DIC_STUDIO_1,29.25,18.34
91.0,10.0,10.0,10.0,cresh08,IRC_LIBRARY_1,27.5,18.48
59.0,10.0,10.0,10.0,cresh08,IRC_LIBRARY_1,27.75,18.57
51.0,10.0,10.0,10.0,cresh08,IRC_LIBRARY_1,28.125,19.6
59.0,11.0,11.0,10.0,cresh08,IRC_LIBRARY_1,27.875,19.34
58.0,11.0,10.0,10.0,cresh08,IRC_LIBRARY_1,27.625,19.43
92.0,10.0,10.0,11.0,cresh13,EXECUTIVE_SEMINAR_ROOM_B,29.125,20.40
89.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,27.75,9.48
89.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,27.75,9.48
94.0,,10.0,11.0,cresh11,GIS_LAB,29.125,10.15
67.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,27.75,10.16
64.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,27.875,10.30
87.0,10.0,10.0,10.0,cresh04,GIS_LAB,29.75,10.32
85.0,10.0,10.0,11.0,cresh11,IRC_LIBRARY_1,30.0,10.35
62.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,28.125,10.48
74.0,10.0,10.0,11.0,cresh13,NEAR_DIC_STUDIO_1,29.125,10.52
92.0,10.0,10.0,10.0,cresh04,CAFE,29.0,11.5
55.0,10.0,10.0,9.0,cresh06,BUILDING_MATERIALS_LAB,27.875,11.15
60.0,10.0,10.0,9.0,cresh06,BUILDING_MATERIALS_LAB,27.5,11.38
79.0,10.0,10.0,10.0,cresh09,IRC_LIBRARY_1,29.125,11.45
62.0,10.0,10.0,9.0,cresh06,BUILDING_MATERIALS_LAB,27.625,12.1
96.0,10.0,10.0,10.0,cresh09,IRC_LIBRARY_1,29.375,12.4
98.0,9.0,10.0,11.0,cresh09,OPEN_EXHIBITION_SPACE_2,31.25,12.45
72.0,10.0,11.0,10.0,cresh13,NEAR_DIC_STUDIO_1,29.25,12.46
93.0,9.0,10.0,11.0,cresh09,OPEN_EXHIBITION_SPACE_2,31.875,13.7
94.0,9.0,10.0,11.0,cresh09,OPEN_EXHIBITION_SPACE_2,31.875,13.22
98.0,9.0,11.0,11.0,cresh13,OPEN_EXHIBITION_SPACE_2,29.75,13.37
96.0,10.0,10.0,10.0,cresh09,IRC_LIBRARY_1,29.625,13.44
93.0,10.0,10.0,10.0,cresh09,IRC_LIBRARY_1,29.375,14.3
92.0,10.0,10.0,11.0,cresh09,IRC_LIBRARY_1,30.125,14.24
76.0,9.0,11.0,11.0,cresh13,NEAR_DIC_STUDIO_1,29.625,14.30
92.0,10.0,10.0,10.0,cresh09,IRC_LIBRARY_1,29.625,14.44
79.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,28.75,14.52
97.0,10.0,10.0,10.0,cresh09,IRC_LIBRARY_1,29.75,15.5
74.0,10.0,10.0,11.0,cresh06,BUILDING_MATERIALS_LAB,29.375,15.7
74.0,9.0,11.0,11.0,cresh13,NEAR_DIC_STUDIO_1,30.125,15.20
98.0,10.0,10.0,10.0,cresh09,IRC_LIBRARY_1,29.375,15.23
73.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,29.875,15.33
90.0,10.0,10.0,10.0,cresh09,IRC_LIBRARY_1,29.375,15.44
77.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,29.375,15.46
67.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,28.875,16.0
85.0,10.0,10.0,10.0,cresh09,IRC_LIBRARY_1,29.25,16.4
81.0,9.0,11.0,11.0,cresh15,OPEN_EXHIBITION_SPACE_2,30.875,16.7
70.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,29.5,16.20
74.0,9.0,11.0,11.0,cresh15,CAFE,31.25,16.27
88.0,10.0,10.0,11.0,cresh09,IRC_LIBRARY_1,29.375,16.27
71.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,29.75,16.29
83.0,10.0,10.0,10.0,cresh09,IRC_LIBRARY_1,29.125,16.44
82.0,9.0,11.0,11.0,cresh15,OPEN_EXHIBITION_SPACE_2,31.125,16.44
69.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,29.625,16.45
81.0,9.0,11.0,11.0,cresh15,OPEN_EXHIBITION_SPACE_2,31.5,17.2
75.0,10.0,10.0,11.0,cresh09,IRC_LIBRARY_1,29.5,17.6
67.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,29.75,17.7
66.0,9.0,11.0,11.0,cresh15,OPEN_EXHIBITION_SPACE_2,31.0,17.19
70.0,10.0,10.0,11.0,cresh13,NEAR_DIC_STUDIO_1,29.75,17.19
82.0,10.0,10.0,10.0,cresh09,IRC_LIBRARY_1,29.0,17.24
72.0,9.0,11.0,11.0,cresh15,OPEN_EXHIBITION_SPACE_2,31.125,17.36
84.0,10.0,10.0,10.0,cresh09,IRC_LIBRARY_1,28.625,17.44
64.0,10.0,10.0,10.0,cresh06,BUILDING_MATERIALS_LAB,28.75,17.47
69.0,9.0,11.0,11.0,cresh15,OPEN_EXHIBITION_SPACE_2,30.75,17.54
81.0,10.0,10.0,10.0,cresh09,IRC_LIBRARY_1,28.75,18.4
82.0,9.0,11.0,11.0,cresh13,NEAR_DIC_STUDIO_1,29.625,18.14
94.0,10.0,10.0,10.0,cresh09,ENERGY_LAB_1,29.375,18.43
72.0,10.0,10.0,9.0,cresh14,IRC_LIBRARY_1,28.5,18.53
84.0,10.0,10.0,10.0,cresh09,ENERGY_LAB_1,29.25,19.3
75.0,10.0,10.0,9.0,cresh14,IRC_LIBRARY_1,28.5,19.12
82.0,10.0,10.0,10.0,cresh09,ENERGY_LAB_1,29.125,19.20
70.0,10.0,10.0,9.0,cresh14,IRC_LIBRARY_1,28.125,19.34
73.0,10.0,10.0,9.0,cresh14,IRC_LIBRARY_1,28.625,19.46
73.0,10.0,10.0,11.0,cresh13,IRC_LIBRARY_1,29.375,20.18
97.0,10.0,10.0,10.0,cresh06,IRC_LIBRARY_1,28.625,12.32
85.0,10.0,10.0,10.0,cresh06,IRC_LIBRARY_1,28.75,12.35
61.0,9.0,10.0,10.0,cresh06,IRC_LIBRARY_1,29.0,12.44
59.0,9.0,10.0,10.0,cresh06,IRC_LIBRARY_1,28.75,13.0
57.0,9.0,10.0,9.0,cresh06,IRC_LIBRARY_1,29.0,13.15
59.0,9.0,10.0,9.0,cresh06,IRC_LIBRARY_1,29.0,13.15
61.0,9.0,10.0,9.0,cresh06,IRC_LIBRARY_1,29.0,13.30
58.0,9.0,10.0,9.0,cresh06,IRC_LIBRARY_1,28.875,13.45
91.0,10.0,10.0,11.0,cresh09,BUILDING_MATERIALS_LAB,28.875,13.56
78.0,9.0,11.0,11.0,cresh15,OPEN_EXHIBITION_SPACE_2,30.125,14.10
57.0,10.0,10.0,9.0,cresh06,IRC_LIBRARY_1,28.5,14.15
97.0,10.0,10.0,10.0,cresh09,BUILDING_MATERIALS_LAB,29.0,14.16
72.0,9.0,11.0,11.0,cresh15,OPEN_EXHIBITION_SPACE_2,30.0,14.26
63.0,9.0,10.0,9.0,cresh06,IRC_LIBRARY_1,28.375,14.30
96.0,10.0,10.0,10.0,cresh09,BUDS_LAB,29.375,14.37
68.0,9.0,11.0,11.0,cresh15,OPEN_EXHIBITION_SPACE_2,30.125,14.43
96.0,11.0,11.0,10.0,cresh10,OPEN_EXHIBITION_SPACE_2,27.625,14.43
58.0,10.0,10.0,9.0,cresh06,IRC_LIBRARY_1,28.625,14.45
96.0,10.0,10.0,9.0,cresh09,BUILDING_MATERIALS_LAB,29.875,14.56
79.0,10.0,10.0,10.0,cresh10,OPEN_EXHIBITION_SPACE_2,28.75,14.58
65.0,9.0,11.0,11.0,cresh15,OPEN_EXHIBITION_SPACE_2,30.375,14.58
63.0,10.0,11.0,9.0,cresh06,IRC_LIBRARY_1,28.5,15.0
102.0,10.0,10.0,10.0,cresh10,BUILDING_MATERIALS_LAB,27.5,15.10
69.0,9.0,11.0,11.0,cresh15,OPEN_EXHIBITION_SPACE_2,29.875,15.14
58.0,9.0,10.0,9.0,cresh06,IRC_LIBRARY_1,28.375,15.15
91.0,10.0,10.0,10.0,cresh09,BUILDING_MATERIALS_LAB,29.625,15.16
78.0,10.0,10.0,10.0,cresh10,BUILDING_MATERIALS_LAB,29.25,15.27
60.0,9.0,11.0,11.0,cresh15,OPEN_EXHIBITION_SPACE_2,30.25,15.29
58.0,10.0,10.0,9.0,cresh06,IRC_LIBRARY_1,28.5,15.31
77.0,10.0,10.0,11.0,cresh10,BUILDING_MATERIALS_LAB,29.375,15.42
105.0,9.0,11.0,11.0,cresh15,OPEN_EXHIBITION_SPACE_2,29.625,15.44
60.0,10.0,11.0,9.0,cresh06,IRC_LIBRARY_1,28.375,15.45
74.0,10.0,10.0,11.0,cresh10,BUILDING_MATERIALS_LAB,28.75,15.49
57.0,10.0,11.0,9.0,cresh06,IRC_LIBRARY_1,28.5,15.53
62.0,10.0,11.0,9.0,cresh06,IRC_LIBRARY_1,28.75,15.54
101.0,10.0,11.0,10.0,cresh09,BUILDING_MATERIALS_LAB,29.125,15.55
67.0,10.0,10.0,10.0,cresh10,IRC_LIBRARY_1,29.5,15.24
81.0,9.0,10.0,10.0,cresh10,CAFE,29.875,15.29
78.0,10.0,10.0,10.0,cresh10,CAFE,30.125,15.34
72.0,10.0,10.0,11.0,cresh10,BUILDING_MATERIALS_LAB,28.125,18.19
72.0,10.0,10.0,10.0,cresh10,BUILDING_MATERIALS_LAB,28.125,18.27
